Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
99324089164,MARANOA REGIONAL COUNCIL,4465,MITCHELL,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Maranoa Regional,,,,0,153894,0,http://www.hpw.qld.gov.au/
52504031080,BRIBIE ISL VOL COMM HELP ASSOC,4507,BONGAREE,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Moreton Bay Regional,,,,0,193302,0,http://www.hpw.qld.gov.au/
92967232136,MORETON BAY REGIONAL COUNCIL,4510,CABOOLTURE,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Moreton Bay Regional,,,,0,378861,0,http://www.hpw.qld.gov.au/
28953930342,CHURCHES OF CHRIST,4069,KENMORE,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,27/11/2009,15/10/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Moreton Bay Regional,,,,21641944,4489306,11354556,http://www.hpw.qld.gov.au/
88004567810,NEAR NORTH HOUSING SERVICE HRS,4505,BURPENGARY,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Moreton Bay Regional,,,,0,405863,0,http://www.hpw.qld.gov.au/
96123235800,MOUNT ISA COMMUNITY DEVELOPMENT ASSOC INC (MICDA),4825,MOUNT ISA,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Mount Isa City,,,,0,270987,0,http://www.hpw.qld.gov.au/
96123235800,MOUNT ISA COMMUNITY DEVELOPMENT ASSOC INC,4825,MOUNT ISA,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Mount Isa City,,,,0,163547,0,http://www.hpw.qld.gov.au/
96123235800,MOUNT ISA COMMUNITY DEVELOPMENT ASSOC INC (MICDA),4825,MOUNT ISA,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Mount Isa City,,,,0,220572,0,http://www.hpw.qld.gov.au/
34022593124,CHARLEVILLE & DISTRICT COMMUNITY SUPPORT ASSOCIATION INC,4470,CHARLEVILLE,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Murweh Shire,,,,0,133843,0,http://www.hpw.qld.gov.au/
86058929428,REDLAND CITY COUNCIL,4163,CLEVELAND,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Redland City,,,,0,519614,0,http://www.hpw.qld.gov.au/
14211506904,ST VINCENT DE PAUL SOCIETY,4101,SOUTH BRISBANE,,DHPW,State,Grant Program - Long Term Housing,,Grant,Capital,11/06/2010,31/05/2012,Fixed Term,Homes and housing,,,,"This program gives assistance to Providers to provide rental housing that is secure, appropriate and affordable, for Eligible Persons whose needs are not adequately met by other housing options. Providers who receive assistance under the Program will operate as part of the One Social Housing System. ",No,Redland City,,,,550000,110000,0,http://www.hpw.qld.gov.au/
14211506904,ST VINCENT DE PAUL SOCIETY,4101,SOUTH BRISBANE,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,11/06/2010,29/06/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Redland City,,,,2530000,256000,3000000,http://www.hpw.qld.gov.au/
76088159335,ANGLICARE CENTRAL QUEENSLAND LIMITED,4700,ROCKHAMPTON,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Rockhampton Regional,,,,0,1072576,0,http://www.hpw.qld.gov.au/
59923523766,ROCKHAMPTON REGIONAL COUNCIL,4700,ROCKHAMPTON,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Rockhampton Regional,,,,0,797093,0,http://www.hpw.qld.gov.au/
50979741889,TRUSTEE CORP ROMAN CATH DIOCESE,4700,ROCKHAMPTON,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Rockhampton Regional,,,,0,560950,0,http://www.hpw.qld.gov.au/
64534354137,CENTRAL QUEENSLAND CONSUMERS ASSOC,4700,ROCKHAMPTON,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Rockhampton Regional,,,,0,175496,0,http://www.hpw.qld.gov.au/
32127308856,COAST 2 BAY HOUSING GROUP LTD,4560,NAMBOUR,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Sunshine Coast Regional,,,,0,1430735,0,http://www.hpw.qld.gov.au/
54921860625,MAROOCHY HOME MTNCE & CARE ASSOC INC,4556,KUNDA PARK,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Sunshine Coast Regional,,,,0,684831,0,http://www.hpw.qld.gov.au/
37876973913,SUNSHINE COAST REGIONAL COUNCIL,4560,SUNSHINE COAST MC,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Sunshine Coast Regional,,,,0,260809,0,http://www.hpw.qld.gov.au/
14211506904,ST VINCENT DE PAUL SOCIETY,4101,SOUTH BRISBANE,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,14/05/2010,25/09/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Sunshine Coast Regional,,,,8000000,1525000,2175000,http://www.hpw.qld.gov.au/
32127308856,COAST 2 BAY HOUSING GROUP LTD OF NORTH QLD,4560,NAMBOUR,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Sunshine Coast Regional,,,,0,178651,0,http://www.hpw.qld.gov.au/
22036809353,MAREEBA COMMUNITY HOUSING ASSOC INC,4880,MAREEBA,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Tablelands Regional,,,,0,186063,0,http://www.hpw.qld.gov.au/
79109412058,TABLELAND COMMUNITY HSG ASSN CRS,4883,ATHERTON,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Tablelands Regional,,,,0,188134,0,http://www.hpw.qld.gov.au/
77642342175,TABLELANDS REGIONAL COUNCIL,4883,ATHERTON,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Tablelands Regional,,,,0,294790,0,http://www.hpw.qld.gov.au/
62304510968,BUILDING SERVICES AUTHORITY,4101,BRISBANE,,DHPW,State,Grant Program - Long Term Housing,,Grant,Operational,,,Fixed Term,Homes and housing,,,,"This program gives assistance to Providers to provide rental housing that is secure, appropriate and affordable, for Eligible Persons whose needs are not adequately met by other housing options. Providers who receive assistance under the Program will operate as part of the One Social Housing System. ",No,Tablelands Regional,,,,0,1856,0,http://www.hpw.qld.gov.au/
77642342175,TABLELANDS REGIONAL COUNCIL,4883,ATHERTON,,DHPW,State,Grant Program - Long Term Housing,,Grant,Capital,20/06/2011,30/06/2013,Fixed Term,Homes and housing,,,,"This program gives assistance to Providers to provide rental housing that is secure, appropriate and affordable, for Eligible Persons whose needs are not adequately met by other housing options. Providers who receive assistance under the Program will operate as part of the One Social Housing System. ",No,Tablelands Regional,,,,4099934,582892,2414360,http://www.hpw.qld.gov.au/
79109412058,TABLELAND COMMUNITY HSG ASSN CRS,4883,ATHERTON,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,27/11/2009,30/01/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Tablelands Regional,,,,1429877,46354,11000,http://www.hpw.qld.gov.au/
79109412058,TABLELAND TENANCY ADVICE SER TAASQ,4883,ATHERTON,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Tablelands Regional,,,,0,136434,0,http://www.hpw.qld.gov.au/
87179107027,TOOWOOMBA COMM HSING SERVICE INC CRS,4350,TOOWOOMBA,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Toowoomba Regional,,,,0,112989,0,http://www.hpw.qld.gov.au/
87179107027,TOOWOOMBA COMMUNITY HOUSING SERVICE INC,4350,TOOWOOMBA,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Toowoomba Regional,,,,0,672320,0,http://www.hpw.qld.gov.au/
14211506904,ST VINCENT DE PAUL SOCIETY,4101,SOUTH BRISBANE,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,30/09/2011,10/10/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Toowoomba Regional,,,,1250000,250000,395000,http://www.hpw.qld.gov.au/
41929867519,THE ADVOCACY AND SUPPORT CENTRE INC,4350,TOOWOOMBA,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Toowoomba Regional,,,,0,234859,0,http://www.hpw.qld.gov.au/
62146455398,COAST TO COUNTRY HOUSING CO,4810,TOWNSVILLE,,DHPW,State,Grant Program - Community Rent Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Annual Grant to registered housing providers to deliver transitional housing assistance to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.

",No,Townsville City,,,,0,629626,0,http://www.hpw.qld.gov.au/
62146455398,COAST TO COUNTRY HOUSING CO,4810,TOWNSVILLE,,DHPW,State,Grant Program - Drug Court,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Grant funding to registered providers to lease and manage private properties for participants exiting residential services as part of the Drug Court Program. The program ceased in 2012-13.,No,Townsville City,,,,0,55229,0,http://www.hpw.qld.gov.au/
44741992072,TOWNSVILLE CITY COUNCIL,4810,TOWNSVILLE,,DHPW,State,Grant Program - Home Assist Secure,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides funding to non-government organisations and local governments to deliver critical maintenance services which assist older people and people with a disability to remain living in their home,No,Townsville City,,,,0,494059,0,http://www.hpw.qld.gov.au/
86317183343,YUMBA-META HOUSING ASSOCIATION LTD,4814,AITKENVALE,,DHPW,Commonwealth,Grant Program - ICHOs,,Grant,Capital,18/04/2013,18/04/2014,Fixed Term,Homes and housing,,,,This program assists Indigenous Community Housing Organisations (ICHO) previously funded by the Australian Government under the Community Housing Infrastructure Program. The Australian Government provided funding for the refurbishment of properties where ICHOs agreed to transition management of their property portfolio within the state social housing system.,No,Townsville City,,,,0,170879,0,http://www.hpw.qld.gov.au/
86317183343,YUMBA META HOUSING ASSOC,4814,AITKENVALE,,DHPW,State,Grant Program - Long Term Housing,,Grant,Capital,18/06/2008,6/07/2012,Fixed Term,Homes and housing,,,,"This program gives assistance to Providers to provide rental housing that is secure, appropriate and affordable, for Eligible Persons whose needs are not adequately met by other housing options. Providers who receive assistance under the Program will operate as part of the One Social Housing System. ",No,Townsville City,,,,3705600,509865,1327051,http://www.hpw.qld.gov.au/
59241212544,BAPTIST UNION OF QUEENSLAND,4817,THURINGOWA,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,5/01/2010,7/09/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Townsville City,,,,2208134,56563,500000,http://www.hpw.qld.gov.au/
86317183343,YUMBA META HOUSING ASSOC,4814,AITKENVALE,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,8/01/2010,29/09/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Townsville City,,,,772813,164834,260000,http://www.hpw.qld.gov.au/
86317183343,YUMBA META HOUSING ASSOC,4814,AITKENVALE,,DHPW,Commonwealth,Grant Program - Nation Building,,Grant,Capital,10/12/2009,29/09/2012,Fixed Term,Homes and housing,,,,The Social Housing component of the Nation Building Economic Stimulus Plan aims to expand the supply of social housing in Queensland and increase the involvement of the not-for-profit housing sector. Queensland received approximately $1.2 billion for new social housing and for repairs and maintenance of existing stock. ,No,Townsville City,,,,732813,184938,240000,http://www.hpw.qld.gov.au/
28100660805,TOWNSVILLE HSG RESOURCE UNIT - TAAS (Q),4810,TOWNSVILLE,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Townsville City,,,,0,247952,0,http://www.hpw.qld.gov.au/
15126757186,WHITSUNDAY HOUSING COMPANY LIMITED,4802,JUBILEE POCKET,,DHPW,State,Capital Grant Program - Affordable Housing,,Grant,Capital,3/06/2008,17/02/2011,Fixed Term,Homes and housing,,,,"The program provides assistances to Providers to provide Affordable Housing that is secure and appropriate, for Eligible Persons whose needs are not adequately met by other housing options.",No,Whitsunday Regional,,,,4531291,130613,0,http://www.hpw.qld.gov.au/
24731933099,GIRUDALA COMMUNITY CO-OPERATIVE,4805,BOWEN,,DHPW,Commonwealth,Grant Program - ICHOs,,Grant,Capital,31/01/2013,31/01/2014,Fixed Term,Homes and housing,,,,This program assists Indigenous Community Housing Organisations (ICHO) previously funded by the Australian Government under the Community Housing Infrastructure Program. The Australian Government provided funding for the refurbishment of properties where ICHOs agreed to transition management of their property portfolio within the state social housing system.,No,Whitsunday Regional,,,,0,1290264,298000,http://www.hpw.qld.gov.au/
88529659279,TENANCY & HOUSING INFORMATION SERVICE WHITSUNDAY INC,4800,PROSERPINE,,DHPW,State,Grant Program - Tenant Advisory & Advocacy,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,In 2012-13 funding was provided to non-government organisations and local governments to provide advisory and advocacy services to Queensland tenants and residents.  The State’s funding for these services ceased on 31 October 2012.  The Commonwealth Government funded the program from 1 November 2012 to 30 June 2013.,No,Whitsunday Regional,,,,0,176870,0,http://www.hpw.qld.gov.au/
,various,,varous,,DHPW,State,Capital Grant Program - Crisis Accommodation,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,This program provides assistance to registered housing providers to deliver crisis accommodation to Eligible Persons. ,yes,,,,,0,78888,0,http://www.hpw.qld.gov.au/
,various,,various,,DHPW,State,Current Grant Program - Crisis Accommodation,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,This program provides an annual grant to registered housing providers to deliver crisis accommodation to Eligible Persons. The Department gives assistance through funding providers to lease properties from the private rental market.,Yes,,,,,0,2295646,0,http://www.hpw.qld.gov.au/
11090448918,AUSTRALIAN HOUSING & URBAN RESEARCH INSTITUTE LIMITED,3000,MELBOURNE,,DHPW,State,Grant Program - AHURI Grants,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Funded to undertake a survey on social housing,No,,,,,0,79272,0,http://www.hpw.qld.gov.au/
65266806703,BUILDING AND ASSET SERVICES,,BRISBANE,,DHPW,Commonwealth,Grant Program - ICHOs,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,This program assists Indigenous Community Housing Organisations (ICHO) previously funded by the Australian Government under the Community Housing Infrastructure Program. The Australian Government provided funding for the refurbishment of properties where ICHOs agreed to transition management of their property portfolio within the state social housing system.,Yes,,,,,0,4157262,0,http://www.hpw.qld.gov.au/
,Various ,,VARIOUS,,DHPW,State,Grant Program - National Rental Affordability Scheme,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,National Rental Affordability Scheme is a national scheme supported by the Queensland Government to increase the supply of new affordable rental dwellings for low to medium income households.The scheme provides financial incentives for investors to purchase new affordable housing rented at a minimum of 20% below the market valuation.  ,Yes,,,,,0,3121745,0,http://www.hpw.qld.gov.au/
,various individuals,,various,,DHPW,State,Grant Program - Pathways Shared Equity,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,Provides assistance to tenants in government-owned housing who cannot afford to buy the home they are renting. The Pathways Equity is a loan that enters into a partnership with the Government. ,Yes,,,,,0,10385,0,http://www.hpw.qld.gov.au/
,various individuals,,various,,DHPW,Commonwealth,Grant Program - RentConnect Tenancy Assistance,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,"Assists suitable private market tenants to overcome short-term tenancy problems and strengthen their capacity to maintain a private rental tenancy. Financial Assistance may be offered over a two year period, where required to stabilise a tenancy, or to address other financial barriers to assist the client to remain in a private rental tenancy. ",Yes,,,,,0,108476,0,http://www.hpw.qld.gov.au/
, various individuals,,various,,DHPW,State,Lending product - Bond Loans,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,A Bond Loan is an interest free loan to help pay the rental bond or deposit when moving into private rental accommodation.,Yes,,,,,0,23018000,0,http://www.hpw.qld.gov.au/
, various individuals,,various,,DHPW,State,Rental Grants,,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,A Rental Grant is a once only grant of 2 weeks rent to help you pay for the cost of moving into private rental accommodation. A Rental Grant is for people in a housing crisis.,Yes,,,,,0,1803392,0,http://www.hpw.qld.gov.au/
, various individuals,,various,,DHPW,State,Rental Subsidy (Comptons),,Grant,Operational,1/07/2012,30/06/2013,Fixed Term,Homes and housing,,,,A Rental Grant is a once only grant of 2 weeks rent to help you pay for the cost of moving into private rental accommodation. A Rental Grant is for people in a housing crisis.,No,,,,,0,246023,0,http://www.hpw.qld.gov.au/
