Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
14127699390,Blackstone Ipswich Cambrian Choir Inco,,BOOVAL,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE SOUND AND LIGHTING SYSTEMS,No,Ipswich City,,,,27815,27815,,http://www.olgr.grants.qld.gov.au/
41161997854,Bundamba Child Care Centre Incorporated  ,,BUNDAMBA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE CENTRE,No,Ipswich City,,,,6638,6638,,http://www.olgr.grants.qld.gov.au/
80526963710,Western Spirit Football Club Inc  ,,CAMIRA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE ELECTRONIC SCOREBOARD,No,Ipswich City,,,,25920,25920,,http://www.olgr.grants.qld.gov.au/
64015070475,Agility Dog Club Of Queensland Inc  ,,CHUWAR,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE TRAINING EQUIPMENT,No,Ipswich City,,,,16127,16127,,http://www.olgr.grants.qld.gov.au/
37685040935,Ipswich Orpheus Chorale Inc  ,,EAST IPSWICH,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,INSTALL DIGITAL STAGE LIGHTING EQUIPMENT,No,Ipswich City,,,,33622,33622,,http://www.olgr.grants.qld.gov.au/
60404417391,Goodna Youth Services Inc  ,,GOODNA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE FURNITURE,No,Ipswich City,,,,15356,15356,,http://www.olgr.grants.qld.gov.au/
66173435674,Haigslea State School  ,,HAIGSLEA,Haigslea State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,CONSTRUCT SHELTERED AREA & INSTALL POWER,No,Ipswich City,,,,17836,17836,,http://www.olgr.grants.qld.gov.au/
66010643866,Apprenticeships Queensland Limited  ,,IPSWICH,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE GROUP TRAINING SPECIFIC SOFTWARE,No,Ipswich City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
50169561394,Australian Red Cross Society  ,,MILTON,Yarrow Centre - Redbank Plains State Primary School,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE PREMISES,No,Ipswich City,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Ripley Valley Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,Install Solar System,No,Ipswich City,,,,8197,8197,,http://www.olgr.grants.qld.gov.au/
54367140911,Cribb Street Child Care Centre Inc  ,,SADLIERS CROSSING,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,REMOVE ASBESTOS AND INSTALL NEW KITCHEN,No,Ipswich City,,,,30391,30391,,http://www.olgr.grants.qld.gov.au/
44563356637,Walloon State School  ,,WALLOON,Walloon State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL JUNIOR PLAYGROUND,No,Ipswich City,,,,12990,12990,,http://www.olgr.grants.qld.gov.au/
63145618068,Ipswich State High School  ,,BRASSALL,Ipswich State High School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE GYM EQUIPMENT,No,Ipswich City,,,,29144,29144,,http://www.olgr.grants.qld.gov.au/
63563946327,Ipswich Hospice Care Inc  ,,EASTERN HEIGHTS,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE PRINTERS,No,Ipswich City,,,,27273,27273,,http://www.olgr.grants.qld.gov.au/
14992641275,Bmx South Queensland Inc.  ,,IPSWICH,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Ipswich City,,,,27496,27496,,http://www.olgr.grants.qld.gov.au/
32025287736,The Corporation Of The Synod Of The Diocese Of Brisbane,,BRISBANE CITY,West Moreton Anglican College Parents and Friends Association,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE SPORTS EQUIPMENT,No,Ipswich City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
