Australian Business Number (ABN),Legal entity,Legal entity postcode,Legal entity LGA,Service provider,Funding agency,Funding source,Funding title,Program title,Funding type,Funding terms,Funding agreement start,Funding agreement end,Funding agreement duration,Category,Tag 1,Tag 2,Client group,Purpose,Statewide,Service delivery LGA,Service delivery postcode,Longitude,Latitude,Total funding under this agreement,Previous financial year,Co-contribution,Website
32386819373,Aurukun Community Indigenous Corporation,,AURUKUN,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Aurukun Shire,,,,98000,98000,,
22621683521,The Queensland Country Women's Association,,FORTITUDE VALLEY,Dirranbandi Branch ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Upgrade Facilities,No,Balonne Shire,,,,23500,23500,,http://www.olgr.grants.qld.gov.au/
58321433244,Mungindi Community Pre-School Inc  ,,MUNGINDI,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL PLAYGROUND AND SOFTFALL,No,Balonne Shire,,,,6690,6690,,http://www.olgr.grants.qld.gov.au/
32025287736,The Corporation Of The Synod Of The Diocese Of Brisbane,,BRISBANE CITY,Anglican Parish of St George with Dirrinbandi,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE COMMUNITY HALL,No,Balonne Shire,,,,2927,2927,,http://www.olgr.grants.qld.gov.au/
36407682750,St George Netball Association Inc  ,,ST GEORGE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE SPORTING EQUIPMENT,No,Balonne Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
12925661626,St George Polocrosse Club Inc  ,,ST GEORGE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,REPLACE WATER TANK PLAYGROUND AND SIGN,No,Balonne Shire,,,,21507,21507,,http://www.olgr.grants.qld.gov.au/
80180917496,Playgroup Association Of Qld Inc  ,,ENOGGERA,Boolba Playgroup  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE PLAYGROUND AND PURCHASE TOYS,No,Balonne Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
11064780067,Dirranbandi Arts Council Inc  ,,DIRRANBANDI,,DJAG,State,Gambling Community Benefit Fund - Round 76,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,EQUIPMENT FOR HISTORY RECORDING WORKSHOP,No,Balonne Shire,,,,6767,6767,,http://www.olgr.grants.qld.gov.au/
23089465799,Inglestone Golf Club Inc  ,,MEANDARRA,,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE RIDE ON MOWER,No,Balonne Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
88746200641,Dirranbandi Cts Sports Association Incorporated,,DIRRANBANDI,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,TOWARDS Ct RESURFACING,No,Balonne Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
67563668353,Welfare Rights Centre Inc,,FORTITUDE VALLEY,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,Yes,Multiple,,,,1518107,384489,,
95005718360,Northern Peninsula Area Justice Services Aboriginal and Torres Strait Islander Corporation,,BAMAGA,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Northern Peninsula Area Regional,,,,157500,118125,,
92885454110,Banana Shire Emergency Accommodation and Support Centre Inc,,BILOELA,Banana Shire Community Legal Service,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,No,Banana Shire,,,,450743,113857,,
1584615053,Biloela Netball Association Inc  ,,BILOELA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL CHILDRENS PLAYGROUND,No,Banana Shire,,,,25980,25980,,http://www.olgr.grants.qld.gov.au/
78324234201,The Corporation Of The Synod Of The Diocese Of Rockhampton,,ROCKHAMPTON,St Christophers Anglican Guild - Jambin,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,RENOVATE CHURCH HALL,No,Banana Shire,,,,19624,19624,,http://www.olgr.grants.qld.gov.au/
46670978808,Moura Hack & Pony Club Inc  ,,MOURA,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,REFURBISH ABLUTION BLOCKS,No,Banana Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
59150737849,The Creche And Kindergarten Association Limited,,NEWMARKET,Biloela Community Childcare Centre,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,UPGRADE BUILDING INTERIOR,No,Banana Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
56899123227,Prospect Creek State School  ,,PROSPECT,Prospect Creek State School Parents and Citizens Association  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE OUTDOOR AREA,No,Banana Shire,,,,30082,30082,,http://www.olgr.grants.qld.gov.au/
14953704726,Lawgi Hall Association Incorporated  ,,LAWGI DAWES,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,INSTALL SOLAR SYSTEM,No,Banana Shire,,,,10564,10564,,http://www.olgr.grants.qld.gov.au/
94716529665,Thangool State School  ,,THANGOOL,Thangool State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,REPLACE EDGING AROUND PLAYGROUND,No,Banana Shire,,,,23909,23909,,http://www.olgr.grants.qld.gov.au/
39087173566,Theodore District Health Council Incorporated,,THEODORE,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE AUDIO VISUAL EQUIPMENT,No,Banana Shire,,,,39975,39975,,http://www.olgr.grants.qld.gov.au/
80009670704,Endeavour Foundation  ,,CANNON HILL,Biloela Learning and Lifestyle,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE PORTABLE AIRCONDITIONERS,No,Banana Shire,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
54404098898,Biloela Junior Rugby League Club Inc  ,,BILOELA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,CONSTRUCT SHADE STRUCTURE & GRANDSTAND,No,Banana Shire,,,,19580,19580,,http://www.olgr.grants.qld.gov.au/
11584615053,Biloela Netball Association Inc  ,,BILOELA,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 78,,Grant,Operational,24/09/2012,2/10/2013,12 months,Community support,,,,INSTALL FIXED SEATING,No,Banana Shire,,,,16848,16848,,http://www.olgr.grants.qld.gov.au/
63855770497,Callide Dawson Special Needs Support Group Incorporated,,BILOELA,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 80,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,HOST MUSICAL WORKSHOPS,No,Banana Shire,,,,30739,30739,,http://www.olgr.grants.qld.gov.au/
12783754367,Wowan And District Progress And Cultural Society Inc,,WOWAN,,DJAG,State,Jupiters Casino Community Benefit Fund - Round 81,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,CONSTRUCT SHED,No,Banana Shire,,,,5214,5214,,http://www.olgr.grants.qld.gov.au/
41392183287,Barcaldine Golf Club Inc  ,,BARCALDINE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE BUILDING WITH DISABILITY ACCESS,No,Barcaldine Regional,,,,33249,33249,,http://www.olgr.grants.qld.gov.au/
49400771974,Barcaldine Arts Council Inc  ,,BARCALDINE,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE DIGITAL MOVIE PROJECTOR,No,Barcaldine Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
68362992391,Alpha Jockey Club Inc  ,,ALPHA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,UPGRADE FACILITY,No,Barcaldine Regional,,,,4331,4331,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Bowen Downs Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS & SPEED LOADERS,No,Barcaldine Regional,,,,20000,20000,,http://www.olgr.grants.qld.gov.au/
76084149662,Aramac Community Development Association Inc.,,ARAMAC,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,INSTALL AIRCONDITIONERS,No,Barcaldine Regional,,,,5000,5000,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Coreena Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS & SPEED LOADERS,No,Barcaldine Regional,,,,4672,4672,,http://www.olgr.grants.qld.gov.au/
87851573310,Muttaburra Community Development Association Inc,,MUTTABURRA,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,8/04/2013,17/04/2014,12 months,Community support,,,,DEVELOP PLANS DINOSAUR DISPLAY FACILITY,No,Barcaldine Regional,,,,28221,28221,,http://www.olgr.grants.qld.gov.au/
16903215539,Windorah Development Board  ,,WINDORAH,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE GYM EQUIPMENT,No,Barcoo Shire,,,,35960,35960,,http://www.olgr.grants.qld.gov.au/
42546190671,Tambo Tourism And Business Assoc Inc  ,,TAMBO,,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,CONSTRUCT PURPOSE BUILT BIRD HIDE,No,Blackall Tambo Regional,,,,23618,23618,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Greendale Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 74,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS,No,Blackall Tambo Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
51571577607,Blackall Junior Rugby League Inc  ,,BLACKALL,,DJAG,State,Gambling Community Benefit Fund - Round 75,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,RESTUMP CLUBHOUSE & BUILD STORAGE SHED,No,Blackall Tambo Regional,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Goonadee Rural Fire Brigade  ,DJAG,State,Gambling Community Benefit Fund - Round 76 ,,Grant,Operational,19/06/2013,24/06/2014,12 months,Community support,,,,PURCHASE MOP UP UNITS AND STANDS,No,Blackall Tambo Regional,,,,27714,27714,,http://www.olgr.grants.qld.gov.au/
44848535514,Buranga Widjung Justice Group (sponsoring Brisbane Murri Elder Community Justice Group),,BRISBANE CITY,,DJAG,State,Community Justice Groups,,Grant,Operational,1/07/2012,30/06/2013,12 months,"Your rights, crime and the law",,,,To provide funding for services and support to reduce Indigenous contact with the criminal justice system and support victims of crime,No,Brisbane City,,,,0,38000,,
57035448677,Caxton Legal Centre Inc,,SOUTH BRISBANE,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,Yes,Brisbane City,,,,1469768,348185,,
61677696951,Nundah Community Legal Service,,NUNDAH,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,No,Brisbane City,,,,523335,158838,,
97527905201,Queensland Advocacy Incorporated,,SOUTH BRISBANE,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline legal assistance services to vulernable and disadvantaged Queenslanders.,Yes,Brisbane City,,,,1704036,414078,,
19488136200,Queensland Aged & Disability Advocacy Inc,,GEEBUNG,,DJAG,Combined,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,To provide frontline justice services to vulnerable and disadvantaged Queenslanders,Yes,Brisbane City,,,,459931,117002,,
71907449543,Queensland Association of Independent Legal Services Inc-Secretariat,,WOOLLOONGABBA,,DJAG,LPITAF,Community Legal Services Program,,Grant,Operational,1/07/2010,30/06/2014,48 months,"Your rights, crime and the law",,,,Peak body for community legal centres,Yes,Brisbane City,,,,799496,201365,,
61077773016,Westside Community Services Limited  ,,ACACIA RIDGE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE VEHICLE,No,Brisbane City,,,,2536,2536,,http://www.olgr.grants.qld.gov.au/
58009666193,Queensland Police-Citizens Youth Welfare Association,,TINGALPA,Townsville Branch,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE INCLUSIVE EXERCISE EQUIPMENT,No,Brisbane City,,,,3283,3283,,http://www.olgr.grants.qld.gov.au/
18840331085,Youth Housing Project Asociation Inc  ,,ALBION,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase Furniture,No,Brisbane City,,,,4990,4990,,http://www.olgr.grants.qld.gov.au/
91556187808,Sailability Shorncliffe Incorporated,,ASCOT,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE DINGHIES AND EQUIPMENT,No,Brisbane City,,,,4545,4545,,http://www.olgr.grants.qld.gov.au/
90865374864,Mitchelton And Districts Gem Club Inc  ,,ASHGROVE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT,No,Brisbane City,,,,1785,1785,,http://www.olgr.grants.qld.gov.au/
58154014150,Future State Greats Limited  ,,ASPLEY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE IT EQUIPMENT AND FURNITURE,No,Brisbane City,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
79268865488,Aspley Special School  ,,ASPLEY,Aspley Special School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,BUILD SHED AND OUTDOOR COOKING AREA,No,Brisbane City,,,,12455,12455,,http://www.olgr.grants.qld.gov.au/
75695439556,Bald Hills State School  ,,BALD HILLS,Bald Hills State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE TUCK SHOP,No,Brisbane City,,,,5170,5170,,http://www.olgr.grants.qld.gov.au/
37056904106,Banyo Kindergarten Association Inc  ,,BANYO,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,SUPPLY AND INSTALL ARTIFICIAL GRASS,No,Brisbane City,,,,26134,26134,,http://www.olgr.grants.qld.gov.au/
27331031998,Western Districts Youth Club Inc  ,,BARDON,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE GYM EQUIPMENT,No,Brisbane City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
51238077419,South Queensland Archery Society Inc,,BELMONT,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE FACILITY AND PURCHASE EQUIPMENT,No,Brisbane City,,,,26873,26873,,http://www.olgr.grants.qld.gov.au/
71128479244,Pine Rivers Radio Yacht Club Inc.  ,,BRIDGEMAN DOWNS,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase Mower,No,Brisbane City,,,,11970,11970,,http://www.olgr.grants.qld.gov.au/
47096317967,Wildlife Land Fund Ltd  ,,BRISBANE CITY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,BUILD MULTIPURPOSE SHED WATER CATCHMENT,No,Brisbane City,,,,26818,26818,,http://www.olgr.grants.qld.gov.au/
53255614382,Brisbane Gay & Lesbian Business Network Association Inc,,BRISBANE CITY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,CONDUCT NETWORKING EVENTS,No,Brisbane City,,,,29495,29495,,http://www.olgr.grants.qld.gov.au/
85409277552,Brookfield United Cricket Club  ,,BROOKFIELD,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE RIDE ON MOWER,No,Brisbane City,,,,31290,31290,,http://www.olgr.grants.qld.gov.au/
19823962345,Department Of Community Safety  ,,KEDRON,Balmoral Local Ambulance Committee  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TRAINING MANIKINS,No,Brisbane City,,,,3100,3100,,http://www.olgr.grants.qld.gov.au/
88202606530,Waterside Amateur Fishing Club Inc  ,,BULWER,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE IT EQUIPMENT,No,Brisbane City,,,,15782,15782,,http://www.olgr.grants.qld.gov.au/
49770532185,Langri Tangpa Centre Inc  ,,CAMP HILL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,INSTALL NEW KITCHEN,No,Brisbane City,,,,14190,14190,,http://www.olgr.grants.qld.gov.au/
26651507884,Brisbane City Touch Association Incorporated,,CAMP HILL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE TRAILER AND MARQUEES,No,Brisbane City,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
63464814498,Cannon Hill District Netball Association Inc,,CANNON HILL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS CONSTRUCT NETBALL COURTS,No,Brisbane City,,,,33790,33790,,http://www.olgr.grants.qld.gov.au/
49121175148,Mama Rene's Charitable Foundation Ltd  ,,CARINDALE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE VAN,No,Brisbane City,,,,4863,4863,,http://www.olgr.grants.qld.gov.au/
58009666193,Queensland Police-Citizens Youth Welfare Association,,TINGALPA,Carindale Branch ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,SUPPLY AND INSTALL PERIMETER FENCING,No,Brisbane City,,,,31958,31958,,http://www.olgr.grants.qld.gov.au/
50560553729,The Grey Man Inc  ,,CHAPEL HILL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE IT EQUIPMENT,No,Brisbane City,,,,30055,30055,,http://www.olgr.grants.qld.gov.au/
27012796018,Kenmore Districts Rugby Club  ,,CHAPEL HILL,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE FACILITIES AND EQUIPMENT,No,Brisbane City,,,,17264,17264,,http://www.olgr.grants.qld.gov.au/
76137966235,Mantle Housing Ltd  ,,CHERMSIDE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP WEBSITE,No,Brisbane City,,,,17268,17268,,http://www.olgr.grants.qld.gov.au/
56306876174,Ninth Battalions Association Inc  ,,ENOGGERA,The 9th Battalions War Memorial Museum Collection And Property Trust,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,REPAIR MUSEUM,No,Brisbane City,,,,10575,10575,,http://www.olgr.grants.qld.gov.au/
50169561394,Australian Red Cross Society  ,,MILTON,Sunnybank Branch  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Purchase Laptop Computer,No,Brisbane City,,,,28688,28688,,http://www.olgr.grants.qld.gov.au/
83096180985,Coopers Plains State School  ,,COOPERS PLAINS,Coopers Plains State School Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,Install Playground and Shade,No,Brisbane City,,,,31664,31664,,http://www.olgr.grants.qld.gov.au/
83989125067,Heartkids Queensland Incorporated  ,,COORPAROO,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Upgrade Computer System,No,Brisbane City,,,,18182,18182,,http://www.olgr.grants.qld.gov.au/
88451564744,Sunshine Welfare & Remedial Association Inc,,DUTTON PARK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE WHEELCHAIR ACCESSIBLE BUS,No,Brisbane City,,,,2144,2144,,http://www.olgr.grants.qld.gov.au/
40120240686,Multicap  ,,EIGHT MILE PLAINS,Monte Lupo  ,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE FORKLIFT INSTALL ROLLER DOOR,No,Brisbane City,,,,24145,24145,,http://www.olgr.grants.qld.gov.au/
97578003571,The West Moreton Landcare Group Inc  ,,ROSEWOOD,Society for Growing Australian Plants Ipswich Branch,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PRODUCE POSTERS AND BOOKLETS,No,Brisbane City,,,,16050,16050,,http://www.olgr.grants.qld.gov.au/
67019153391,The Scout Association Of Australia Queensland Branch Inc,,AUCHENFLOWER,Everton Park Scout Group,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,UPGRADE BUILDING INTERIOR,No,Brisbane City,,,,14928,14928,,http://www.olgr.grants.qld.gov.au/
68621211486,Nexus Care Inc  ,,EVERTON PARK,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE 4WD AND TRAILER,No,Brisbane City,,,,14928,14928,,http://www.olgr.grants.qld.gov.au/
25267406102,Ferny Grove State High School  ,,FERNY GROVE,Ferny Grove State High Parents and Citizens Association,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,Purchase Musical Equipment,No,Brisbane City,,,,14251,14251,,http://www.olgr.grants.qld.gov.au/
18567352148,Queensland Jewish Kindergarten Assoc Incorporated,,FIG TREE POCKET,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PAINT PREMISES,No,Brisbane City,,,,31102,31102,,http://www.olgr.grants.qld.gov.au/
31525925917,The Asthma Foundation Of Qld  ,,FORTITUDE VALLEY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,DEVELOP MOBILE ASTHMA CLINIC,No,Brisbane City,,,,11499,11499,,http://www.olgr.grants.qld.gov.au/
8203353087,The Metropolitan Senior Citizens Centre  ,,FORTITUDE VALLEY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT FOR SENIORS PROGRAM,No,Brisbane City,,,,7915,7915,,http://www.olgr.grants.qld.gov.au/
89454554400,Queensland Services Heritage Band Association,,FORTITUDE VALLEY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,18/12/2012,10/01/2014,12 months,Community support,,,,PURCHASE EQUIPMENT BANNERS AND UNIFORMS,No,Brisbane City,,,,13554,13554,,http://www.olgr.grants.qld.gov.au/
87147679874,The Stitchery Collective Limited  ,,FORTITUDE VALLEY,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE SEWING MACHINES AND EQUIPMENT,No,Brisbane City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
81440445227,Gaythorne Community Kindergarten And Limited Hours Care Association Inc,,GAYTHORNE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,PURCHASE EQUIPMENT TOYS AND FURNITURE,No,Brisbane City,,,,24444,24444,,http://www.olgr.grants.qld.gov.au/
13776961069,Western Suburbs District Cricket Club (Inc),,GRACEVILLE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,TOWARDS INSTALL FOUR WICKET TURF BLOCK,No,Brisbane City,,,,35000,35000,,http://www.olgr.grants.qld.gov.au/
44068313225,Wilston Grange Kindergarten & Preschool Assoc Inc,,GRANGE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,Install Shade Structure and Rubber Mat,No,Brisbane City,,,,31818,31818,,http://www.olgr.grants.qld.gov.au/
45010060054,Grange Thistle Soccer Club  ,,GRANGE,,DJAG,State,Gambling Community Benefit Fund - Round 73,,Grant,Operational,23/09/2012,2/10/2013,12 months,Community support,,,,UPGRADE SPORTS FIELD LIGHTING,No,Brisbane City,,,,29955,29955,,http://www.olgr.grants.qld.gov.au/
